"","Outcome_M1","Outcome_M2","Outcome_M3","Outcome_M4","Outcome_M5","Outcome_M6","Outcome_M7","Outcome_M8","Outcome_M9","Outcome_M10","Outcome_M11","Outcome_M12","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Cat_467","Cat_469","Cat_470","Cat_494","Cat_501","Quan_27","Cat_513","Quan_10","Quan_11","Quan_13","Quan_14","Quan_16","Cat_110","Cat_349","Cat_403","Cat_498","Quan_7","Cat_220","Cat_4","Quan_18","Cat_359","Cat_388","Quant_24","Quant_25","Date_1","Cat_2","Cat_3","Cat_15","Cat_139","Cat_245","Cat_392","Cat_484","Cat_162","Cat_210","Cat_216","Cat_400","Cat_466","Day_Of_Year_1","Cat_6","Quan_17","Cat_404","Quan_28"
"467",2000,500,500,500,500,500,500,500,500,500,500,500,5900,39,0,6,2,6,6,"0","0","0","0","0",0,"0",6,2,6,6,0,"0","0","0","0",0,"0","926",0,"0","0",0,0,3003,"5","499","4","2","0","0","0","0","0","0","0","0",263.625,"11",2,"0",0
"468",2000,2000,500,500,500,500,500,500,500,500,500,500,7200,39,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","198",0,"0","0",114,114,1904,"17","32","3","0","0","0","0","2","0","2","0","0",260.375,"26",4,"0",0
"469",5000,2000,2000,500,500,500,500,500,500,500,2000,500,6900,65,0,25,15,25,25,"1","0","0","0","0",0,"0",13,6,13,13,8,"0","0","0","0",4,"0","22",0,"0","0",6,6,3325,"8","15","2","0","0","0","0","0","0","0","1","0",220.375,"13",0,"0",0
"470",2000,500,500,500,500,500,500,500,500,500,500,500,6100,11,221857,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","174",0,"0","0",18,18,2127,"53","107","3","0","0","0","0","0","0","0","0","0",118.125,"17",2,"0",0
"471",2000,500,500,500,500,500,500,500,500,500,500,500,5900,54,9772,1,1,1,1,"0","0","0","0","0",0,"0",1,1,1,1,0,"3","0","0","0",0,"0","895",0,"0","0",8,8,3227,"26","143","1","0","0","0","0","0","0","0","1","0",122.375,"10",2,"0",0
"472",795000,315000,61000,68000,35000,23000,21000,18000,8000,11000,5000,3000,8600,137,4365238,204,73,204,204,"1","0","0","1","0",0,"0",83,46,83,83,18,"3","0","0","1",39,"0","11",18,"0","0",0,0,3234,"5","8","1","0","0","0","0","0","0","0","1","0",129.375,"2",4,"0",0
"473",2000,500,2000,500,500,500,500,500,500,500,500,500,5400,22,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","621",0,"0","0",0,0,2842,"117","365","1","0","0","0","0","0","0","0","1","0",102.625,"10",0,"0",0
"474",10000,6000,3000,2000,2000,2000,500,2000,2000,500,2000,3000,8300,72,304545,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,6,"0","0","0","0",0,"2","286",0,"0","0",27,0,2578,"16","31","2","0","0","0","0","0","0","0","1","0",203.875,"11",4,"0",0
"475",40000,23000,6000,6000,2000,2000,2000,500,2000,3000,500,500,8500,103,169907,54,20,54,54,"1","2","0","1","0",0,"0",42,16,42,42,12,"0","0","0","0",21,"0","754",0,"0","0",0,0,3367,"16","424","1","0","0","0","0","0","0","0","1","0",262.375,"2",0,"0",0
"476",2000,3000,2000,2000,2000,500,500,500,500,500,500,500,8000,45,0,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","406",0,"0","0",12,12,2870,"43","253","2","0","0","0","0","0","0","0","1","0",130.625,"64",8,"0",0
"477",2000,500,500,500,500,500,500,500,500,500,500,500,5200,7,86725,5,3,5,5,"0","0","0","0","0",0,"0",3,2,3,3,4,"0","0","0","0",0,"0","1229",0,"0","0",0,0,3178,"5","6","2","0","0","0","0","2","0","0","0","0",73.375,"8",2,"0",0
"478",3000,2000,2000,500,500,500,500,500,500,500,500,500,8400,10,0,1,0,1,1,"0","0","0","0","0",0,"0",0,0,0,0,0,"3","0","0","0",0,"0","1168",0,"0","0",0,0,3325,"38","70","4","0","0","0","0","0","0","0","0","0",220.375,"63",2,"0",0
"479",2000,3000,500,2000,2000,500,500,500,500,500,500,500,7000,8,327421,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","69",0,"0","0",0,0,2485,"27","50","3","0","0","0","0","0","0","0","1","0",110.875,"32",4,"0",0
"480",6000,3000,2000,2000,2000,500,500,500,500,500,2000,500,5900,49,95291,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"4","0","0","0",0,"0","66",0,"0","0",41,41,2240,"26","48","2","0","0","0","0","0","0","0","0","0",231.125,"10",2,"0",0
"481",5000,3000,3000,2000,500,500,500,500,500,500,500,500,6400,73,398306,0,0,0,0,"0","0","0","1","0",0,"0",0,0,0,0,0,"0","0","0","1",0,"0","250",0,"0","2",6,0,2121,"56","159","1","0","0","0","0","0","0","0","1","0",112.125,"2",0,"0",0
"482",11000,3000,3000,3000,500,500,500,500,500,500,500,500,6900,28,67486,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","1","0",0,"0","201",0,"0","0",329,329,2170,"17","32","3","0","0","0","0","2","2","2","1","0",161.125,"4",4,"0",0
"483",3000,8000,3000,3000,3000,2000,500,500,500,500,500,500,7500,26,0,6,4,6,6,"0","0","0","0","0",0,"0",1,0,1,1,4,"0","0","0","0",3,"0","201",0,"0","0",325,325,2877,"17","32","3","0","0","0","0","2","2","2","0","0",137.625,"4",2,"0",0
"484",2000,2000,2000,500,500,2000,2000,500,500,500,500,500,4300,38,367328,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","714",0,"0","0",0,0,2835,"29","198","2","0","0","0","0","0","0","0","0","0",95.625,"10",2,"0",0
"485",2000,2000,500,2000,2000,2000,500,500,500,500,500,500,6600,49,84124,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,10,"0","0","0","0",0,"0","393",10,"0","0",0,0,2456,"53","241","3","0","0","0","0","2","0","0","0","0",81.875,"17",4,"0",0
"486",2000,500,500,500,500,500,500,500,500,500,500,500,5700,7,176797,3,0,3,3,"0","0","0","0","0",0,"0",3,0,3,3,0,"4","0","0","0",0,"0","1234",0,"0","0",13,13,3241,"53","403","4","0","0","0","0","0","0","0","1","0",136.375,"10",4,"0",0
"487",5000,2000,500,500,500,500,500,500,500,500,500,500,3800,17,191088,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","15",0,"0","0",0,0,1800,"4","12","2","0","0","0","0","0","0","0","0","0",156.375,"11",0,"0",0
"488",16000,6000,15000,6000,5000,5000,3000,2000,3000,2000,2000,500,8000,71,1164838,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","44",0,"0","2",53,53,1745,"17","33","3","0","0","0","0","2","2","2","1","0",101.375,"24",4,"0",0
"489",21000,3000,3000,10000,2000,2000,2000,500,500,2000,500,2000,8800,93,1834182,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,6,"2","0","0","0",0,"0","279",0,"0","0",4,4,2808,"63","73","2","0","0","0","0","0","0","0","1","0",68.625,"50",6,"0",0
"490",8000,3000,3000,8000,3000,3000,2000,2000,2000,2000,500,500,8800,34,28203,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","52",7,"0","0",30,30,2443,"17","32","4","0","0","0","0","2","2","2","0","0",68.875,"6",4,"0",0
"491",2000,500,500,500,500,500,500,500,500,500,500,500,6300,11,74602,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","675",0,"0","0",10,0,2856,"105","392","4","0","0","0","0","0","0","0","0","0",116.625,"11",0,"0",0
"492",2000,2000,2000,3000,500,500,500,500,500,500,500,500,5800,59,0,49,7,49,49,"0","0","0","0","0",0,"0",9,2,9,9,0,"0","0","0","0",10,"0","1073",0,"0","0",0,0,3181,"42","579","3","0","0","0","0","0","0","0","0","0",76.375,"30",4,"0",0
"493",2000,500,500,500,500,500,500,500,500,500,500,500,6300,5,22239,4,1,4,4,"0","0","0","0","0",0,"0",3,1,3,3,2,"0","0","0","0",1,"0","681",0,"0","0",0,0,2877,"5","6","4","0","0","0","0","0","0","0","0","0",137.625,"49",2,"0",0
"494",3000,2000,2000,2000,500,500,500,500,500,500,500,500,5400,3,144712,2,0,2,2,"0","0","0","0","0",0,"0",2,0,2,2,0,"0","0","0","0",0,"0","262",0,"0","0",0,0,3248,"4","554","3","0","0","0","0","0","0","0","0","0",143.375,"17",2,"0",0
"495",15000,11000,19000,5000,5000,3000,2000,2000,2000,2000,500,500,8000,77,385852,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,16,"3","0","0","0",0,"0","203",0,"0","0",26,26,2121,"9","16","2","0","0","0","0","0","0","0","1","0",112.125,"14",0,"0",0
"496",2000,2000,3000,500,500,500,500,500,500,500,500,500,6400,43,232964,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","221",0,"0","0",0,0,2100,"47","139","4","0","0","0","0","0","0","0","1","0",91.125,"11",2,"0",0
"497",50000,34000,6000,6000,13000,2000,3000,10000,3000,3000,5000,8000,9100,143,582649,0,0,0,0,"1","2","1","1","2",0,"2",0,0,0,0,0,"0","0","0","0",0,"0","565",0,"0","0",0,0,2793,"19","336","2","0","0","2","2","0","0","0","1","0",53.625,"10",0,"0",0
"498",3000,2000,500,500,500,500,2000,500,500,500,500,500,7600,71,228284,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","8",0,"0","0",19,19,2366,"3","226","3","0","0","0","0","2","2","0","1","0",357.125,"7",4,"0",0
"499",2000,500,500,2000,500,500,500,500,500,500,500,500,7200,66,148530,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","635",0,"0","0",6,0,2807,"19","39","4","0","0","0","0","0","0","0","1","0",67.625,"10",0,"0",0
"500",155000,21000,8000,6000,3000,3000,3000,2000,5000,5000,2000,3000,8400,136,1345876,0,0,0,0,"1","2","0","1","0",2,"0",0,0,0,0,2,"4","0","1","1",0,"0","445",0,"0","0",10,10,2628,"13","23","1","0","0","0","0","0","0","0","1","0",253.875,"2",2,"0",0
"501",6000,6000,3000,3000,3000,3000,3000,6000,3000,3000,2000,2000,7000,64,437694,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","44",0,"0","2",25,25,1421,"17","36","3","0","0","0","0","2","2","2","1","0",142.625,"24",4,"0",0
"502",2000,500,500,500,500,500,500,500,500,500,500,500,5500,10,152120,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","174",0,"0","0",30,30,2842,"53","406","3","0","0","0","0","0","0","0","0","0",102.625,"17",2,"0",0
"503",2000,500,2000,500,500,500,500,500,500,500,500,500,5900,26,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","621",0,"0","0",0,0,2842,"117","365","1","0","0","0","0","0","0","0","0","0",102.625,"10",0,"0",0
"504",5000,2000,500,500,500,500,500,500,500,500,500,500,7800,58,25120,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","199",0,"0","0",110,110,1857,"27","125","3","0","0","0","0","2","0","2","0","0",213.375,"26",4,"0",0
"505",18000,8000,18000,3000,5000,3000,3000,3000,5000,2000,2000,2000,8700,74,222511,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,20,"0","0","0","0",0,"0","48",0,"0","0",512,512,2478,"17","32","3","0","0","0","0","2","2","2","1","0",103.875,"26",4,"0",0
"506",10000,6000,2000,2000,2000,2000,500,500,500,2000,500,500,6000,31,55669,37,15,37,37,"0","0","0","0","0",0,"0",19,10,19,19,16,"0","0","0","0",12,"0","1362",0,"0","0",92,92,3374,"5","12","3","0","0","0","0","2","0","0","0","0",269.375,"13",2,"0",0
"507",23000,8000,8000,16000,2000,2000,2000,2000,2000,2000,2000,2000,8400,93,1616915,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","40",0,"0","0",72,72,2814,"16","364","3","0","0","0","0","0","0","0","1","0",74.625,"13",0,"0",0
"508",13000,6000,21000,5000,10000,6000,3000,3000,2000,500,500,500,7700,48,513282,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,10,"0","0","0","0",0,"0","49",0,"0","0",54,54,2471,"17","32","3","0","0","0","0","2","2","2","1","0",96.875,"4",4,"0",0
"509",302000,144000,47000,15000,10000,10000,8000,6000,23000,8000,10000,10000,9600,146,2479325,0,0,0,0,"1","2","0","1","0",2,"0",0,0,0,0,16,"3","2","1","0",0,"0","361",0,"2","0",0,0,2310,"41","221","1","0","0","0","0","0","0","0","1","0",301.125,"11",0,"0",0
"510",69000,18000,6000,11000,3000,2000,2000,2000,500,500,3000,2000,8300,126,639700,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,2,"2","0","0","0",0,"0","80",2,"0","0",0,0,1876,"7","54","1","0","0","0","0","0","0","0","1","0",232.375,"11",0,"0",0
"511",2000,2000,500,500,500,500,500,500,500,500,500,500,6100,86,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","70",0,"0","0",22,22,1547,"27","51","1","0","0","0","0","0","0","0","1","0",268.625,"33",4,"0",0
"512",2000,5000,6000,2000,2000,2000,2000,2000,500,500,500,500,7000,44,1014891,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","284",0,"0","0",4,4,2128,"16","33","2","0","0","0","0","0","0","0","0","0",119.125,"10",2,"0",0
"513",2000,2000,500,500,500,500,500,500,500,500,500,500,6400,43,0,1,1,1,1,"0","0","0","0","0",0,"0",1,1,1,1,0,"0","0","0","0",0,"0","1089",0,"0","0",0,0,3122,"144","589","2","0","0","0","0","0","0","0","0","0",17.375,"14",0,"0",0
"514",5000,8000,2000,2000,2000,500,500,500,500,2000,500,500,7700,71,1153618,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"2","0","0","0",0,"0","860",0,"0","0",0,0,2863,"5","10","4","0","0","0","0","0","0","0","1","0",123.625,"50",4,"0",0
"515",31000,21000,32000,10000,10000,5000,3000,2000,3000,3000,3000,2000,9000,96,1329383,0,0,0,0,"1","0","1","1","0",5,"0",0,0,0,0,0,"0","0","1","0",0,"0","385",0,"0","0",0,0,2492,"1","1","1","0","0","0","0","0","0","0","1","0",117.875,"1",0,"0",0
"516",3000,500,500,500,500,500,500,500,500,500,500,500,2800,51,233505,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","447",0,"0","2",0,0,2891,"1","252","1","0","0","0","0","0","0","0","0","0",151.625,"2",0,"0",0
"517",3000,10000,500,500,500,500,500,500,500,500,500,500,4600,44,487737,29,1,29,29,"0","0","0","0","0",0,"0",11,1,11,11,4,"0","0","0","0",13,"0","19",0,"0","2",0,0,2877,"5","395","4","0","0","0","0","0","0","0","0","0",137.625,"3",8,"0",0
"518",2000,3000,2000,2000,500,500,500,500,500,500,500,500,4800,5,37066,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","10",0,"0","0",0,0,2142,"4","6","2","0","0","0","0","2","0","0","1","0",133.125,"2",0,"0",0
"519",11000,2000,2000,3000,2000,2000,500,3000,500,500,2000,2000,6800,88,240488,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","414",0,"0","0",0,0,2436,"49","258","2","0","0","0","0","0","0","0","1","0",61.875,"1",0,"0",0
"520",8000,6000,3000,3000,2000,2000,2000,2000,500,2000,2000,2000,6500,93,62744,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"3","0","0","0",0,"0","181",16,"0","0",42,42,1542,"28","113","2","0","0","0","0","0","0","0","0","0",263.625,"14",2,"0",0
"521",3000,500,500,500,500,500,2000,500,500,500,500,500,7500,64,91439,10,3,10,10,"1","0","0","0","0",0,"0",5,3,5,5,6,"2","0","0","0",2,"0","279",0,"0","0",0,0,3080,"16","73","2","0","0","0","0","0","0","0","0","0",340.625,"50",6,"0",0
"522",10000,3000,2000,500,500,500,2000,2000,500,500,500,500,7800,87,2241,3,1,3,3,"0","0","0","0","0",0,"0",2,1,2,2,0,"0","0","0","0",0,"0","900",0,"0","0",62,0,3052,"152","487","4","2","0","0","0","0","0","0","0","0",312.625,"11",0,"0",0
"523",5000,2000,2000,2000,500,500,500,500,500,500,500,500,6700,19,67486,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","201",0,"0","0",329,329,2170,"17","32","3","0","0","0","0","2","2","2","0","0",161.125,"4",4,"0",0
"524",2000,2000,500,500,500,500,500,500,500,500,500,500,7200,73,20658,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","270",0,"0","0",0,0,2730,"56","171","2","0","0","0","0","0","0","0","1","0",355.875,"10",2,"0",0
"525",3000,2000,500,2000,500,500,500,500,500,500,500,500,7500,67,2330,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","210",0,"0","0",50,0,2821,"9","16","3","0","0","0","0","0","0","0","0","0",81.625,"11",2,"0",0
"526",11000,3000,3000,3000,2000,3000,8000,2000,3000,2000,500,500,7900,64,145077,47,4,47,47,"0","0","0","0","0",0,"0",12,3,12,12,24,"0","0","0","0",24,"2","44",0,"0","2",0,0,3080,"17","30","3","0","0","0","0","2","2","2","1","0",340.625,"24",4,"0",0
"527",19000,5000,6000,16000,3000,3000,2000,2000,2000,2000,500,500,8800,55,16504,26,11,26,26,"0","0","0","0","0",0,"0",9,5,9,9,12,"0","0","0","0",13,"0","52",0,"0","0",0,0,3171,"17","32","4","0","0","0","0","2","2","2","1","0",66.375,"6",7,"0",0
"528",15000,6000,8000,5000,2000,2000,2000,2000,500,500,2000,2000,7700,88,537923,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,20,"0","0","0","0",0,"0","407",0,"0","0",0,0,2457,"28","254","1","0","0","0","0","0","0","0","1","0",82.875,"42",0,"0",0
"529",2000,500,500,500,500,500,500,500,500,500,500,500,5400,17,64356,2,0,2,2,"0","0","0","0","0",0,"0",2,0,2,2,0,"0","0","0","0",0,"0","281",0,"0","0",12,12,2877,"60","304","2","0","0","0","0","0","0","0","0","0",137.625,"51",4,"0",0
"530",2000,2000,500,500,500,500,500,500,500,500,500,500,6300,51,195081,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","291",0,"0","0",2,2,2485,"47","240","4","2","0","0","0","0","0","0","0","0",110.875,"20",2,"0",0
"531",2000,500,500,500,2000,2000,500,500,500,500,500,500,4300,4,180029,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","481",0,"0","0",0,0,2499,"4","9","2","0","0","0","0","0","0","0","0","0",124.875,"2",0,"0",0
"532",3000,2000,2000,500,500,500,500,500,500,500,2000,2000,7000,67,121700,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,4,"4","0","0","0",0,"0","597",0,"0","0",0,0,2688,"111","352","1","0","0","0","0","0","0","0","0","0",313.875,"10",2,"0",0
"533",10000,3000,2000,2000,500,500,500,500,500,500,2000,2000,7100,80,121700,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,4,"4","0","0","0",0,"0","597",0,"0","0",0,0,2688,"111","352","1","0","0","0","0","0","0","0","1","0",313.875,"10",2,"0",0
"534",103000,10000,5000,5000,2000,3000,3000,2000,2000,5000,2000,3000,8100,135,451502,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,6,"2","0","0","0",0,"0","490",6,"0","0",0,0,2618,"7","297","2","0","0","0","0","0","0","0","1","0",243.875,"23",0,"0",0
"535",5000,3000,2000,2000,2000,2000,2000,2000,2000,2000,500,500,7800,57,12461,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","199",0,"0","0",256,256,2863,"27","50","3","0","0","0","0","2","0","2","0","0",123.625,"26",7,"0",0
"536",5000,2000,2000,2000,2000,500,500,500,500,2000,500,500,6100,27,459861,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"2","5",0,"0","0",0,0,2618,"3","4","3","0","0","0","0","2","2","2","0","0",243.875,"5",2,"0",0
"537",3000,2000,2000,2000,500,500,500,500,500,2000,500,500,7100,45,0,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","42",0,"0","0",0,0,1904,"16","33","1","0","0","0","0","0","0","0","1","0",260.375,"11",0,"0",0
"538",2000,500,2000,500,500,500,500,500,500,500,500,500,4600,45,92257,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","240",0,"0","0",0,0,2478,"45","220","1","0","0","0","0","0","0","0","1","0",103.875,"10",0,"0",0
"539",2000,500,500,500,500,2000,500,500,500,500,500,500,4000,30,396868,10,2,10,10,"0","0","0","0","0",0,"0",6,2,6,6,0,"2","0","0","0",4,"0","1044",0,"0","0",6,6,3213,"197","555","2","0","0","0","0","0","0","0","0","0",108.375,"37",3,"0",0
"540",3000,3000,5000,2000,3000,2000,2000,500,500,500,500,500,6900,48,204611,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","96",0,"0","0",25,25,2477,"31","64","1","0","0","0","0","0","0","2","1","0",102.875,"22",2,"0",0
"541",48000,10000,15000,5000,3000,3000,2000,2000,2000,2000,2000,2000,8500,97,648530,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,6,"3","0","0","0",0,"0","190",6,"0","2",0,9,1750,"28","114","1","0","0","0","0","0","0","0","1","0",106.375,"27",0,"0",0
"542",11000,8000,5000,3000,2000,2000,2000,2000,2000,2000,2000,2000,8200,55,467424,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","38",0,"0","0",27,27,1799,"17","29","2","0","0","0","0","2","2","0","0","0",155.375,"21",2,"0",0
"543",2000,5000,3000,2000,2000,500,500,500,500,500,500,500,6900,31,688576,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","96",0,"0","0",17,17,1777,"31","64","1","0","0","0","0","0","0","2","1","0",133.375,"22",2,"0",0
"544",65000,21000,5000,3000,2000,3000,2000,2000,2000,2000,5000,2000,9200,113,752566,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","32",0,"0","0",19,19,2604,"6","23","2","0","0","0","0","0","0","0","1","0",229.875,"18",2,"0",0
"545",21000,15000,16000,21000,6000,5000,5000,3000,2000,3000,3000,2000,8700,78,1172663,34,14,34,34,"1","2","0","0","0",0,"0",9,6,9,9,22,"0","0","0","0",17,"0","48",0,"0","0",0,0,3192,"17","32","3","0","0","0","0","2","2","2","1","0",87.375,"26",7,"0",0
"546",165000,74000,34000,13000,10000,10000,8000,6000,19000,6000,8000,6000,9700,112,2089715,0,0,0,0,"1","2","0","1","0",2,"0",0,0,0,0,16,"3","2","1","0",0,"0","361",0,"2","0",0,0,2310,"41","221","1","0","0","0","0","0","0","0","1","0",301.125,"11",0,"0",0
"547",42000,19000,5000,3000,2000,2000,11000,2000,3000,3000,2000,2000,8600,113,850081,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","38",0,"0","0",48,48,2732,"17","32","2","0","0","0","0","2","2","0","1","0",357.875,"21",2,"0",0
"548",3000,5000,3000,2000,2000,2000,3000,2000,2000,500,2000,2000,7700,82,241135,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","218",0,"0","0",2,0,2737,"28","136","1","0","0","0","0","0","0","0","1","0",362.875,"2",0,"0",0
"549",3000,2000,2000,500,2000,2000,500,500,500,500,500,500,6000,46,398306,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","250",0,"0","2",6,6,2121,"56","159","1","0","0","0","0","0","0","0","0","0",112.125,"2",0,"0",0
"550",3000,10000,3000,2000,2000,500,500,500,500,500,500,500,8100,29,72764,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","4",0,"0","0",326,326,1784,"3","4","3","0","0","0","0","2","2","2","1","0",140.375,"4",4,"0",0
"551",39000,8000,5000,5000,5000,2000,2000,500,2000,3000,2000,500,7000,39,779723,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"2","5",0,"0","0",120,120,2254,"3","5","3","0","0","0","0","2","2","2","1","0",245.125,"5",2,"0",0
"552",11000,3000,2000,2000,500,500,500,500,500,500,500,500,6700,82,0,26,15,26,26,"1","0","0","0","0",0,"0",13,6,13,13,8,"0","0","0","0",4,"0","22",0,"0","0",6,6,3325,"8","15","2","0","0","0","0","0","0","0","1","0",220.375,"13",0,"0",0
"553",13000,11000,16000,3000,3000,2000,2000,500,2000,500,500,500,7500,59,769387,34,12,34,34,"1","2","0","1","0",0,"0",15,9,15,15,12,"0","0","0","0",14,"0","179",0,"0","0",70,70,3220,"53","51","2","0","0","0","0","0","0","0","1","0",115.375,"33",6,"0",0
"554",52000,115000,31000,26000,15000,10000,6000,8000,8000,5000,3000,8000,7400,66,1242470,99,10,99,99,"0","0","0","0","0",0,"0",28,6,28,28,4,"3","0","0","0",48,"0","1118",0,"0","0",0,0,3229,"7","57","4","0","0","0","0","0","0","2","1","0",124.375,"0",4,"0",0
"555",79000,6000,3000,2000,3000,2000,2000,500,3000,3000,2000,2000,8100,98,506824,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","169",0,"0","0",6,0,2989,"49","105","2","0","0","0","0","0","0","0","1","0",249.625,"1",0,"0",0
"556",148000,44000,16000,47000,81000,13000,10000,3000,2000,500,2000,500,8400,72,3030132,89,22,89,89,"0","0","0","0","0",0,"0",61,17,61,61,6,"0","0","0","0",30,"2","39",0,"0","2",32,32,3143,"17","30","3","0","0","0","0","2","2","2","1","0",38.375,"22",4,"0",0
"557",11000,5000,2000,2000,3000,2000,2000,2000,2000,500,500,500,6100,112,49260,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","85",0,"0","0",7,0,1687,"7","58","1","0","0","0","0","0","0","0","0","0",43.375,"10",0,"0",0
"558",10000,21000,5000,5000,3000,2000,2000,2000,500,500,500,500,3200,49,0,49,1,49,49,"0","0","0","0","0",0,"0",6,0,6,6,0,"0","0","0","0",37,"0","1263",0,"0","0",0,0,3229,"28","647","2","0","0","0","0","0","0","0","0","0",124.375,"33",0,"0",0
"559",2000,2000,500,500,500,500,500,500,500,2000,500,500,7400,40,115259,2,0,2,2,"0","0","0","0","0",0,"0",2,0,2,2,4,"0","0","0","0",0,"0","372",0,"0","0",3,3,2996,"49","418","4","0","0","0","0","0","0","0","1","0",256.625,"23",0,"0",0
"560",19000,10000,18000,6000,5000,5000,6000,2000,3000,2000,2000,2000,8200,103,907724,0,0,0,0,"0","0","1","0","0",16,"0",0,0,0,0,4,"2","0","1","0",0,"0","486",4,"0","0",0,0,2849,"2","254","1","0","0","0","0","0","0","0","1","0",109.625,"2",2,"0",0
